accuracy,precision_diseased,recall_diseased,f1_diseased,precision_healthy,recall_healthy,f1_healthy
0.9841731266149871,0.9968992248062015,0.9843092231151933,0.9905642210668207,0.9205426356589147,0.9834368530020704,0.950950950950951
