accuracy,precision_diseased,recall_diseased,f1_diseased,precision_healthy,recall_healthy,f1_healthy
0.9987080103359173,0.9996170049789352,0.9988518943742825,0.9992343032159265,0.9938144329896907,0.9979296066252588,0.9958677685950413
